Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2025-04-08,4.20,95.80,76.03,38.82,4.29,0.00,215
2025-04-01,4.20,95.80,75.76,39.34,4.27,0.00,215
2025-03-25,2.02,97.98,77.25,39.33,4.26,0.00,219
2025-03-18,1.94,98.06,77.67,39.33,4.26,0.00,219
2025-03-11,0.23,99.77,77.67,39.33,4.26,0.00,221
2025-03-04,0.13,99.87,77.82,39.33,4.26,0.00,221
2025-02-25,0.13,99.87,77.20,24.04,4.26,0.00,205
2025-02-18,0.00,100.00,77.20,24.04,4.26,0.00,206
2025-02-11,0.00,100.00,77.20,21.19,4.26,0.00,203
2025-02-04,1.26,98.74,65.60,7.92,4.26,0.00,177
2025-01-28,4.74,95.26,40.49,7.63,0.00,0.00,143
2025-01-21,10.74,89.26,20.73,4.94,0.00,0.00,115
2025-01-14,10.74,89.26,20.14,1.56,0.00,0.00,111
2025-01-07,10.74,89.26,17.17,1.56,0.00,0.00,108
2024-12-31,11.78,88.22,20.77,1.56,0.00,0.00,111
2024-12-24,14.17,85.83,19.50,1.56,0.00,0.00,107
2024-12-17,15.42,84.58,18.17,1.56,0.00,0.00,104
2024-12-10,15.46,84.54,18.91,1.56,0.00,0.00,105
2024-12-03,15.46,84.54,18.91,1.56,0.00,0.00,105
2024-11-26,2.60,97.40,19.20,1.56,0.00,0.00,118
2024-11-19,2.60,97.40,19.20,1.56,0.00,0.00,118
2024-11-12,2.63,97.37,19.19,1.56,0.00,0.00,118
2024-11-05,2.61,97.39,19.35,1.56,0.00,0.00,118
2024-10-29,3.90,96.10,19.35,1.56,0.00,0.00,117
2024-10-22,3.93,96.07,19.47,1.56,0.00,0.00,117
2024-10-15,2.91,97.09,24.33,1.56,0.00,0.00,123
2024-10-08,10.72,89.28,13.32,1.56,0.00,0.00,104
2024-10-01,18.31,81.69,9.48,0.00,0.00,0.00,91
2024-09-24,21.40,78.60,9.48,0.00,0.00,0.00,88
2024-09-17,21.43,78.57,9.48,0.00,0.00,0.00,88
2024-09-10,21.43,78.57,9.48,0.00,0.00,0.00,88
2024-09-03,14.82,85.18,9.48,0.00,0.00,0.00,95
2024-08-27,10.22,89.78,4.71,0.00,0.00,0.00,94
2024-08-20,10.30,89.70,4.71,0.00,0.00,0.00,94
2024-08-13,10.60,89.40,7.26,0.00,0.00,0.00,97
2024-08-06,10.64,89.36,7.62,0.00,0.00,0.00,97
2024-07-30,40.95,59.05,4.68,0.00,0.00,0.00,64
2024-07-23,45.29,54.71,4.68,0.00,0.00,0.00,59
2024-07-16,46.91,53.09,0.00,0.00,0.00,0.00,53
2024-07-09,66.93,33.07,0.00,0.00,0.00,0.00,33
2024-07-02,74.02,25.98,0.00,0.00,0.00,0.00,26
2024-06-25,75.47,24.53,0.65,0.00,0.00,0.00,25
2024-06-18,75.47,24.53,0.89,0.00,0.00,0.00,25
2024-06-11,76.18,23.82,0.82,0.00,0.00,0.00,25
2024-06-04,76.08,23.92,0.40,0.00,0.00,0.00,24
2024-05-28,75.45,24.55,0.40,0.00,0.00,0.00,25
2024-05-21,75.45,24.55,0.40,0.00,0.00,0.00,25
2024-05-14,75.45,24.55,0.21,0.00,0.00,0.00,25
2024-05-07,75.45,24.55,1.59,0.00,0.00,0.00,26
2024-04-30,75.45,24.55,1.59,0.00,0.00,0.00,26
2024-04-23,74.40,25.60,3.36,0.00,0.00,0.00,29
2024-04-16,74.38,25.62,3.36,0.00,0.00,0.00,29
2024-04-09,74.38,25.62,3.36,0.00,0.00,0.00,29
2024-04-02,74.38,25.62,3.36,0.00,0.00,0.00,29
2024-03-26,72.68,27.32,3.53,0.00,0.00,0.00,31
2024-03-19,70.51,29.49,3.78,0.00,0.00,0.00,33
2024-03-12,69.12,30.88,3.78,0.00,0.00,0.00,35
2024-03-05,67.57,32.43,3.78,0.00,0.00,0.00,36
2024-02-27,67.64,32.36,3.78,0.00,0.00,0.00,36
2024-02-20,67.64,32.36,3.78,0.00,0.00,0.00,36
2024-02-13,67.64,32.36,3.78,0.00,0.00,0.00,36
2024-02-06,64.51,35.49,5.66,0.00,0.00,0.00,41
2024-01-30,67.14,32.86,8.90,0.00,0.00,0.00,42
2024-01-23,72.58,27.42,8.90,0.00,0.00,0.00,36
2024-01-16,66.96,33.04,9.61,0.00,0.00,0.00,43
2024-01-09,64.56,35.44,9.61,0.00,0.00,0.00,45
2024-01-02,68.77,31.23,9.63,0.00,0.00,0.00,41
2023-12-26,69.74,30.26,9.63,0.00,0.00,0.00,40
2023-12-19,69.68,30.32,9.63,0.00,0.00,0.00,40
2023-12-12,73.50,26.50,9.63,0.00,0.00,0.00,36
2023-12-05,73.50,26.50,9.64,0.00,0.00,0.00,36
2023-11-28,73.50,26.50,9.64,0.00,0.00,0.00,36
2023-11-21,73.50,26.50,9.64,0.00,0.00,0.00,36
2023-11-14,73.51,26.49,9.64,0.00,0.00,0.00,36
2023-11-07,73.57,26.43,9.64,0.00,0.00,0.00,36
2023-10-31,73.52,26.48,8.31,0.00,0.00,0.00,35
2023-10-24,73.08,26.92,6.91,0.00,0.00,0.00,34
2023-10-17,73.08,26.92,6.90,0.00,0.00,0.00,34
2023-10-10,73.08,26.92,6.90,0.00,0.00,0.00,34
2023-10-03,74.41,25.59,6.94,0.00,0.00,0.00,33
2023-09-26,77.55,22.45,4.75,0.00,0.00,0.00,27
2023-09-19,77.82,22.18,4.75,0.00,0.00,0.00,27
2023-09-12,74.27,25.73,8.29,0.00,0.00,0.00,34
2023-09-05,74.27,25.73,8.29,0.00,0.00,0.00,34
2023-08-29,58.37,41.63,11.69,0.00,0.00,0.00,53
2023-08-22,58.33,41.67,11.81,0.00,0.00,0.00,53
2023-08-15,49.31,50.69,16.48,0.00,0.00,0.00,67
2023-08-08,48.68,51.32,16.48,0.00,0.00,0.00,68
2023-08-01,50.33,49.67,16.48,0.00,0.00,0.00,66
2023-07-25,56.45,43.55,9.70,0.00,0.00,0.00,53
2023-07-18,56.56,43.44,9.70,0.00,0.00,0.00,53
2023-07-11,65.76,34.24,9.70,0.00,0.00,0.00,44
2023-07-04,52.81,47.19,10.43,0.00,0.00,0.00,58
2023-06-27,52.07,47.93,10.43,0.00,0.00,0.00,58
2023-06-20,52.07,47.93,10.43,0.00,0.00,0.00,58
2023-06-13,39.24,60.76,14.13,0.00,0.00,0.00,75
2023-06-06,39.23,60.77,14.13,0.00,0.00,0.00,75
2023-05-30,37.09,62.91,14.13,0.00,0.00,0.00,77
2023-05-23,37.11,62.89,14.13,0.00,0.00,0.00,77
2023-05-16,37.11,62.89,19.26,0.00,0.00,0.00,82
2023-05-09,37.11,62.89,19.26,0.00,0.00,0.00,82
2023-05-02,37.11,62.89,19.26,5.09,0.00,0.00,87
2023-04-25,37.11,62.89,19.26,5.09,0.00,0.00,87
2023-04-18,30.64,69.36,22.19,7.36,0.00,0.00,99
2023-04-11,30.64,69.36,34.81,7.36,0.00,0.00,112
2023-04-04,9.91,90.09,40.05,8.91,0.00,0.00,139
2023-03-28,7.27,92.73,64.48,19.57,0.00,0.00,177
2023-03-21,7.01,92.99,82.04,32.96,0.98,0.00,209
2023-03-14,2.65,97.35,87.13,38.93,0.98,0.00,224
2023-03-07,2.65,97.35,87.30,39.33,1.96,0.00,226
2023-02-28,2.65,97.35,89.16,48.65,3.89,0.00,239
2023-02-21,0.73,99.27,96.32,53.44,3.89,0.00,253
2023-02-14,0.70,99.30,96.32,53.44,3.89,0.00,253
2023-02-07,0.73,99.27,96.40,53.44,3.89,0.00,253
2023-01-31,0.73,99.27,96.45,74.02,18.52,0.00,288
2023-01-24,0.70,99.30,96.45,74.02,18.52,0.00,288
2023-01-17,0.70,99.30,96.45,77.15,19.77,0.00,293
2023-01-10,0.71,99.29,96.89,83.63,26.26,0.00,306
2023-01-03,0.77,99.23,96.89,86.75,27.59,1.91,312
2022-12-27,0.00,100.00,99.10,89.61,31.11,1.91,322
2022-12-20,0.00,100.00,99.10,89.61,31.11,1.91,322
2022-12-13,0.00,100.00,99.10,89.61,31.11,1.91,322
2022-12-06,0.00,100.00,99.10,89.61,36.84,1.91,328
2022-11-29,0.00,100.00,99.40,90.91,50.55,1.91,343
2022-11-22,0.00,100.00,99.38,90.91,50.55,1.91,343
2022-11-15,0.00,100.00,99.38,90.91,50.55,1.91,343
2022-11-08,0.00,100.00,99.38,92.28,51.72,1.91,345
2022-11-01,0.00,100.00,99.38,93.86,51.72,1.91,347
2022-10-25,0.00,100.00,100.00,94.44,51.72,1.91,348
2022-10-18,0.00,100.00,100.00,94.04,51.72,3.15,349
2022-10-11,0.00,100.00,100.00,95.01,51.72,3.15,350
2022-10-04,0.00,100.00,100.00,95.63,56.39,3.63,356
2022-09-27,0.00,100.00,100.00,95.73,56.39,3.63,356
2022-09-20,0.00,100.00,100.00,95.84,56.64,3.63,356
2022-09-13,0.00,100.00,100.00,95.80,56.64,3.63,356
2022-09-06,0.00,100.00,100.00,95.80,56.64,3.63,356
2022-08-30,0.00,100.00,100.00,95.80,61.34,3.63,361
2022-08-23,0.00,100.00,100.00,96.90,62.27,3.63,363
2022-08-16,0.00,100.00,100.00,99.11,65.34,4.07,369
2022-08-09,0.00,100.00,100.00,99.60,79.12,4.07,383
2022-08-02,0.00,100.00,100.00,99.65,82.45,6.72,389
2022-07-26,0.00,100.00,100.00,99.65,83.56,7.76,391
2022-07-19,0.00,100.00,100.00,99.65,83.56,7.76,391
2022-07-12,0.00,100.00,100.00,99.64,83.03,7.76,390
2022-07-05,0.00,100.00,100.00,99.64,82.83,7.70,390
2022-06-28,0.00,100.00,100.00,99.88,82.83,7.70,390
2022-06-21,0.00,100.00,100.00,99.88,82.83,7.70,390
2022-06-14,0.00,100.00,100.00,99.88,82.83,5.71,388
2022-06-07,0.00,100.00,100.00,99.88,82.66,5.71,388
2022-05-31,0.00,100.00,100.00,99.86,71.42,0.00,371
2022-05-24,0.00,100.00,100.00,99.86,71.87,0.00,372
2022-05-17,0.00,100.00,100.00,99.47,55.67,0.00,355
2022-05-10,0.00,100.00,100.00,99.47,48.25,0.00,348
2022-05-03,0.00,100.00,100.00,99.45,43.46,0.00,343
2022-04-26,0.00,100.00,100.00,99.45,43.46,0.00,343
2022-04-19,0.00,100.00,100.00,99.39,43.46,0.00,343
2022-04-12,0.00,100.00,100.00,99.39,36.89,0.00,336
2022-04-05,0.00,100.00,100.00,99.39,36.89,0.00,336
2022-03-29,0.00,100.00,100.00,98.16,36.13,0.00,334
2022-03-22,0.00,100.00,100.00,96.93,33.34,0.00,330
2022-03-15,0.00,100.00,100.00,96.93,33.34,0.00,330
2022-03-08,0.00,100.00,100.00,96.93,33.34,0.00,330
2022-03-01,0.00,100.00,100.00,96.93,33.70,0.00,331
2022-02-22,0.00,100.00,100.00,96.88,33.64,0.00,330
2022-02-15,0.00,100.00,100.00,96.88,33.64,0.00,330
2022-02-08,0.00,100.00,100.00,93.77,33.64,0.00,327
2022-02-01,0.00,100.00,100.00,93.76,31.81,0.00,326
2022-01-25,0.00,100.00,100.00,93.76,31.81,0.00,326
2022-01-18,0.00,100.00,100.00,93.76,31.81,0.00,326
2022-01-11,0.00,100.00,100.00,93.76,31.81,0.00,326
2022-01-04,0.00,100.00,100.00,93.70,34.01,0.00,328
2021-12-28,0.00,100.00,100.00,93.85,70.70,0.00,365
2021-12-21,0.00,100.00,100.00,99.52,79.14,0.07,379
2021-12-14,0.00,100.00,100.00,99.52,78.71,0.07,378
2021-12-07,0.00,100.00,100.00,99.52,78.71,9.69,388
2021-11-30,0.00,100.00,100.00,99.52,78.71,9.69,388
2021-11-23,0.00,100.00,100.00,99.52,78.71,9.69,388
2021-11-16,0.00,100.00,100.00,99.52,78.71,9.69,388
2021-11-09,0.00,100.00,100.00,99.52,78.72,9.69,388
2021-11-02,0.00,100.00,100.00,99.52,78.72,14.09,392
2021-10-26,0.00,100.00,100.00,99.64,80.78,14.09,395
2021-10-19,0.00,100.00,100.00,100.00,84.66,14.09,399
2021-10-12,0.00,100.00,100.00,100.00,85.19,17.53,403
2021-10-05,0.00,100.00,100.00,100.00,87.61,19.40,407
2021-09-28,0.00,100.00,100.00,100.00,88.07,20.09,408
2021-09-21,0.00,100.00,100.00,100.00,88.07,20.58,409
2021-09-14,0.00,100.00,100.00,100.00,88.07,20.84,409
2021-09-07,0.00,100.00,100.00,100.00,88.07,20.84,409
2021-08-31,0.00,100.00,100.00,100.00,88.07,24.46,413
2021-08-24,0.00,100.00,100.00,100.00,88.07,43.69,432
2021-08-17,0.00,100.00,100.00,100.00,98.75,50.50,449
2021-08-10,0.00,100.00,100.00,100.00,98.75,50.50,449
2021-08-03,0.00,100.00,100.00,100.00,99.43,50.77,450
2021-07-27,0.00,100.00,100.00,100.00,98.94,52.30,451
2021-07-20,0.00,100.00,100.00,100.00,99.94,69.69,470
2021-07-13,0.00,100.00,100.00,99.94,98.72,65.41,464
2021-07-06,0.00,100.00,100.00,99.94,98.19,65.23,463
2021-06-29,0.00,100.00,100.00,99.94,98.05,65.23,463
2021-06-22,0.00,100.00,100.00,99.40,92.52,65.23,457
2021-06-15,0.00,100.00,100.00,97.90,90.15,63.97,452
2021-06-08,0.00,100.00,100.00,97.90,90.15,63.97,452
2021-06-01,0.00,100.00,100.00,97.92,90.15,62.18,450
2021-05-25,0.00,100.00,100.00,97.92,90.15,62.18,450
2021-05-18,0.00,100.00,100.00,97.94,90.20,58.83,447
2021-05-11,0.00,100.00,100.00,98.19,90.20,58.83,447
2021-05-04,0.00,100.00,100.00,98.19,90.20,57.21,446
2021-04-27,0.00,100.00,100.00,98.19,90.20,57.21,446
2021-04-20,0.00,100.00,100.00,98.19,90.20,57.20,446
2021-04-13,0.00,100.00,99.84,98.13,90.20,57.20,445
2021-04-06,0.00,100.00,99.82,97.04,90.20,57.20,444
2021-03-30,0.00,100.00,99.82,97.04,90.20,57.20,444
2021-03-23,0.00,100.00,99.82,97.04,90.20,57.20,444
2021-03-16,0.00,100.00,99.82,97.16,90.20,57.20,444
2021-03-09,0.00,100.00,100.00,97.16,90.20,57.20,445
2021-03-02,0.00,100.00,100.00,97.16,90.20,57.20,445
2021-02-23,0.00,100.00,100.00,98.13,90.20,57.20,446
2021-02-16,0.00,100.00,100.00,98.13,90.24,57.20,446
2021-02-09,0.00,100.00,100.00,98.13,90.24,69.68,458
2021-02-02,0.00,100.00,100.00,98.13,90.24,69.68,458
2021-01-26,0.00,100.00,100.00,97.90,90.24,69.99,458
2021-01-19,0.00,100.00,100.00,97.90,90.11,69.99,458
2021-01-12,0.00,100.00,100.00,97.37,90.11,68.56,456
2021-01-05,0.00,100.00,100.00,97.38,90.11,68.56,456
2020-12-29,0.00,100.00,100.00,97.38,90.11,68.56,456
2020-12-22,0.00,100.00,100.00,97.38,90.11,68.56,456
2020-12-15,0.00,100.00,100.00,97.38,90.11,68.56,456
2020-12-08,0.00,100.00,100.00,97.33,90.11,68.56,456
2020-12-01,0.00,100.00,100.00,95.07,90.11,68.56,454
2020-11-24,0.00,100.00,100.00,93.20,87.11,46.10,426
2020-11-17,0.00,100.00,100.00,93.20,87.11,40.64,421
2020-11-10,0.00,100.00,100.00,93.20,87.26,31.77,412
2020-11-03,0.00,100.00,100.00,93.20,87.26,28.85,409
2020-10-27,0.00,100.00,100.00,93.20,87.26,28.85,409
2020-10-20,0.00,100.00,100.00,93.20,87.26,28.85,409
2020-10-13,0.00,100.00,100.00,93.20,87.26,15.85,396
2020-10-06,0.00,100.00,100.00,93.20,87.26,15.85,396
2020-09-29,0.00,100.00,99.62,93.20,87.26,12.80,393
2020-09-22,0.00,100.00,98.90,93.20,83.93,10.07,386
2020-09-15,0.00,100.00,98.90,93.20,82.83,5.80,381
2020-09-08,0.00,100.00,98.90,93.20,82.83,3.00,378
2020-09-01,0.67,99.33,97.91,91.52,46.04,0.00,335
2020-08-25,0.65,99.35,97.91,83.67,46.04,0.00,327
2020-08-18,1.23,98.77,97.87,78.88,28.60,0.00,304
2020-08-11,1.26,98.74,97.87,68.91,24.00,0.00,289
2020-08-04,1.26,98.74,93.71,62.77,10.20,0.00,265
2020-07-28,1.26,98.74,93.71,62.76,9.28,0.00,264
2020-07-21,1.26,98.74,90.97,55.74,1.21,0.00,247
2020-07-14,3.99,96.01,89.44,47.99,1.21,0.00,235
2020-07-07,3.96,96.04,81.88,47.99,1.21,0.00,227
2020-06-30,3.96,96.04,81.89,47.99,1.21,0.00,227
2020-06-23,3.36,96.64,82.28,26.65,1.21,0.00,207
2020-06-16,3.36,96.64,83.06,27.21,1.21,0.00,208
2020-06-09,3.36,96.64,83.06,25.60,1.21,0.00,207
2020-06-02,9.44,90.56,80.73,29.05,0.00,0.00,200
2020-05-26,9.44,90.56,80.73,15.08,0.00,0.00,186
2020-05-19,9.44,90.56,80.73,8.47,0.00,0.00,180
2020-05-12,9.45,90.55,60.66,4.61,0.00,0.00,156
2020-05-05,13.53,86.47,60.66,4.61,0.00,0.00,152
2020-04-28,25.09,74.91,48.76,4.61,0.00,0.00,128
2020-04-21,22.15,77.85,48.76,4.61,0.00,0.00,131
2020-04-14,22.15,77.85,46.54,2.19,0.00,0.00,127
2020-04-07,22.15,77.85,46.54,1.25,0.00,0.00,126
2020-03-31,22.15,77.85,44.52,1.25,0.00,0.00,124
2020-03-24,19.06,80.94,44.41,1.25,0.00,0.00,127
2020-03-17,18.95,81.05,51.98,1.25,0.00,0.00,134
2020-03-10,23.46,76.54,58.62,1.33,0.00,0.00,136
2020-03-03,21.43,78.57,58.62,1.33,0.00,0.00,139
2020-02-25,29.81,70.19,53.83,1.33,0.00,0.00,125
2020-02-18,29.77,70.23,55.38,1.33,0.00,0.00,127
2020-02-11,29.77,70.23,55.38,1.33,0.00,0.00,127
2020-02-04,25.76,74.24,55.72,2.38,0.00,0.00,132
2020-01-28,25.76,74.24,55.72,2.38,0.00,0.00,132
2020-01-21,17.19,82.81,55.72,14.75,0.00,0.00,153
2020-01-14,17.19,82.81,55.72,14.75,0.00,0.00,153
2020-01-07,17.19,82.81,55.72,14.75,0.00,0.00,153
2019-12-31,17.19,82.81,55.72,30.47,0.00,0.00,169
2019-12-24,16.07,83.93,57.55,31.23,0.00,0.00,173
2019-12-17,16.07,83.93,57.55,31.23,0.00,0.00,173
2019-12-10,15.92,84.08,59.02,31.23,0.00,0.00,174
2019-12-03,15.50,84.50,62.03,31.90,0.00,0.00,178
2019-11-26,15.39,84.61,64.47,42.59,2.03,0.00,194
2019-11-19,17.80,82.20,64.47,42.59,2.03,0.00,191
2019-11-12,18.20,81.80,63.87,42.53,0.00,0.00,188
2019-11-05,18.22,81.78,62.40,37.62,0.00,0.00,182
2019-10-29,18.22,81.78,62.40,37.62,0.00,0.00,182
2019-10-22,18.22,81.78,62.40,37.62,0.00,0.00,182
2019-10-15,28.03,71.97,40.73,17.28,0.00,0.00,130
2019-10-08,28.03,71.97,40.73,12.51,0.00,0.00,125
2019-10-01,45.82,54.18,29.59,0.00,0.00,0.00,84
2019-09-24,45.82,54.18,16.33,0.00,0.00,0.00,71
2019-09-17,45.82,54.18,12.78,0.00,0.00,0.00,67
2019-09-10,21.81,78.19,12.78,0.00,0.00,0.00,91
